,0
12077,2693.0
12078,8104.0
12079,4349.0
12080,3587.0
12081,4558.0
12082,5660.0
12083,5290.0
12084,7955.0
12085,9485.0
12086,10568.0
12087,0.0
12088,0.0
12089,2871.0
12090,9743.0
12091,3541.0
12092,3765.0
12093,0.0
12094,7033.0
12095,10821.0
12096,6669.0
12097,6481.0
12098,8521.0
12099,9355.0
12100,11902.0
12101,4587.0
12102,8005.0
12103,14049.5
12104,3452.0
12105,9186.0
12106,3347.0
12107,2951.0
12108,0.0
12109,6550.0
12110,5908.0
12111,3681.0
12112,5385.0
12113,5719.0
12114,11191.0
12115,6311.0
12116,7681.0
12117,5995.0
12118,10233.0
12119,0.0
12120,8364.0
12121,14049.5
12122,0.0
12123,6862.0
12124,5833.0
12125,14049.5
12126,6228.0
12127,6048.0
12128,0.0
12129,13796.0
12130,6862.0
12131,7878.0
12132,0.0
12133,6458.0
12134,14049.5
12135,0.0
12136,7731.0
12137,11549.0
12138,0.0
12139,7494.0
12140,0.0
12141,13079.0
12142,4352.0
12143,0.0
12144,6945.0
12145,5584.0
12146,7365.0
12147,5606.0
12148,5274.0
12149,6665.0
12150,5066.0
12151,2055.0
12152,4961.0
12153,1990.0
12154,0.0
12155,7984.0
12156,3122.0
12157,0.0
12158,7301.0
12159,5071.0
12160,0.0
12161,6968.0
12162,5830.0
12163,4758.0
12164,3443.0
12165,10051.0
12166,6395.0
12167,6677.0
12168,4913.0
12169,5268.0
12170,4182.0
12171,0.0
12172,6931.0
12173,5683.0
12174,5628.0
12175,5174.0
12176,6288.0
12177,6477.0
12178,6063.0
12179,0.0
12180,5115.0
12181,13717.0
12182,0.0
12183,4188.0
12184,14049.5
12185,6113.0
12186,1782.0
12187,5268.0
12188,6540.0
12189,10538.0
12190,5084.0
12191,6866.0
12192,4478.0
12193,9692.0
12194,5183.0
12195,0.0
12196,7539.0
12197,5259.0
12198,8130.0
12199,6652.0
12200,3145.0
12201,0.0
12202,7557.0
12203,5289.0
12204,3534.0
12205,9684.0
12206,0.0
12207,0.0
12208,5461.0
12209,0.0
12210,0.0
12211,0.0
12212,12287.0
12213,0.0
12214,0.0
12215,7008.0
12216,7995.0
12217,4770.0
12218,3167.0
12219,0.0
12220,14049.5
12221,0.0
12222,13679.0
12223,10581.0
12224,14049.5
12225,4230.0
12226,3577.0
12227,5018.0
12228,7001.0
12229,8112.0
12230,3883.0
12231,6852.0
12232,4951.0
12233,10583.0
12234,10720.0
12235,11187.0
12236,6588.0
12237,4459.0
12238,4592.0
12239,6691.0
12240,4318.0
12241,0.0
12242,5497.0
12243,5969.0
12244,6341.0
12245,5876.0
12246,2264.0
12247,4671.0
12248,5900.0
12249,4474.0
12250,7347.0
12251,0.0
12252,0.0
12253,6023.0
12254,3695.0
12255,0.0
12256,6196.0
12257,11174.0
12258,0.0
12259,7213.0
12260,2959.0
12261,2808.0
12262,5578.0
12263,9727.0
12264,0.0
12265,0.0
12266,5897.0
12267,11816.0
12268,0.0
12269,6106.0
12270,5725.0
12271,4814.0
12272,4257.0
12273,4411.0
12274,8464.0
12275,7530.0
12276,7658.0
12277,3255.0
12278,5530.0
12279,2657.0
12280,7021.0
12281,14049.5
12282,0.0
12283,0.0
12284,9725.0
12285,11409.0
12286,0.0
12287,6401.0
12288,4532.0
12289,2999.0
12290,0.0
12291,5017.0
12292,0.0
12293,9340.0
12294,0.0
12295,0.0
12296,5001.0
12297,3728.0
12298,6661.0
12299,4223.0
12300,5649.0
12301,3616.0
12302,5194.0
12303,7715.0
12304,0.0
12305,5407.0
12306,5265.0
12307,6061.0
12308,2138.0
12309,9208.0
12310,10177.0
12311,7580.0
12312,7952.0
12313,0.0
12314,3705.0
12315,11219.0
12316,5339.0
12317,4497.0
12318,7168.0
12319,7801.0
12320,8510.0
12321,8092.0
12322,3773.0
12323,3308.0
12324,4894.0
12325,9374.0
12326,0.0
12327,4158.0
12328,12616.0
12329,5269.0
12330,2529.0
12331,6663.0
12332,4755.0
12333,7557.0
12334,4731.0
12335,3156.0
12336,6424.0
12337,5152.0
12338,0.0
12339,8633.0
12340,0.0
12341,7499.0
12342,4665.0
12343,8882.0
12344,7337.0
12345,5986.0
12346,7852.0
12347,0.0
12348,5507.0
12349,6955.0
12350,0.0
12351,5317.0
12352,4914.0
12353,4769.0
12354,4645.0
12355,7772.0
12356,8795.0
12357,5563.0
12358,7566.0
12359,8030.0
12360,7544.0
12361,3663.0
12362,5283.0
12363,7379.0
12364,0.0
12365,5799.0
12366,5057.0
12367,6220.0
12368,3707.0
12369,14049.5
12370,6621.0
12371,3790.0
12372,6701.0
12373,0.0
12374,5890.0
12375,4489.0
12376,0.0
12377,6292.0
12378,0.0
12379,4975.0
12380,6244.0
12381,3701.0
12382,4789.0
12383,4573.0
12384,4775.0
12385,10760.0
12386,3732.0
12387,7634.0
12388,12482.0
12389,11720.0
12390,8413.0
12391,6733.0
12392,6363.0
12393,5350.0
12394,6401.0
12395,6178.0
12396,0.0
12397,0.0
12398,0.0
12399,5497.0
12400,8894.0
12401,10418.0
12402,4303.0
12403,2763.0
12404,5457.0
12405,6659.0
12406,7413.0
12407,6978.0
12408,3785.0
12409,0.0
12410,3511.0
12411,10194.0
12412,4296.0
12413,0.0
12414,0.0
12415,9273.0
12416,0.0
12417,4026.0
12418,0.0
12419,5562.0
12420,4308.0
12421,5974.0
12422,3381.0
12423,10557.0
12424,5735.0
12425,0.0
12426,4963.0
12427,8704.0
12428,7985.0
12429,5812.0
12430,8330.0
12431,5715.0
12432,9558.0
12433,8284.0
12434,6074.0
12435,0.0
12436,8251.0
12437,10933.0
12438,8460.0
12439,4871.0
12440,7741.0
12441,0.0
12442,6248.0
12443,7423.0
12444,0.0
12445,0.0
12446,9544.0
12447,3134.0
12448,7430.0
12449,6584.0
12450,0.0
12451,6177.0
12452,10249.0
12453,4902.0
12454,9027.0
12455,5832.0
12456,6645.0
12457,8679.0
12458,4614.0
12459,10083.0
12460,14049.5
12461,4780.0
12462,5292.0
12463,0.0
12464,11638.0
12465,10146.0
12466,12309.0
12467,11667.0
12468,4872.0
12469,6005.0
12470,3984.0
12471,7306.0
12472,5381.0
12473,6551.0
12474,4336.0
12475,3465.0
12476,6049.0
12477,6887.0
12478,0.0
12479,5620.0
12480,3347.0
12481,6483.0
12482,4704.0
12483,3894.0
12484,8999.0
12485,0.0
12486,4510.0
12487,3430.0
12488,10445.0
12489,7457.0
12490,7082.0
12491,10652.0
12492,7470.0
12493,6794.0
12494,8383.0
12495,0.0
12496,6480.0
12497,7181.0
12498,5811.0
12499,0.0
12500,5353.0
12501,7834.0
12502,14049.5
12503,3551.0
12504,10521.0
12505,0.0
12506,0.0
12507,4575.0
12508,9006.0
12509,3533.0
12510,8286.0
12511,0.0
12512,9861.0
12513,10518.0
12514,8412.0
12515,7592.0
12516,8815.0
12517,3491.0
12518,13345.0
12519,4091.0
12520,4291.0
12521,9524.0
12522,10521.0
12523,10146.0
12524,5262.0
12525,5152.0
12526,14049.5
12527,1996.0
12528,6376.0
12529,7130.0
12530,5261.0
12531,6456.0
12532,0.0
12533,4026.0
12534,6662.0
12535,7808.0
12536,7220.0
12537,7750.0
12538,6648.0
12539,4595.0
12540,3977.0
12541,7683.0
12542,0.0
12543,7804.0
12544,3496.0
12545,14049.5
12546,12290.0
12547,0.0
12548,12971.0
12549,9754.0
12550,5928.0
12551,8656.0
12552,5589.0
12553,0.0
12554,9247.0
12555,0.0
12556,8336.0
12557,11777.0
12558,7054.0
12559,7499.0
12560,2342.0
12561,3074.0
12562,6849.0
12563,7331.0
12564,5106.0
12565,7619.0
12566,5595.0
12567,6596.0
12568,2612.0
12569,6485.0
12570,7077.0
12571,4921.0
12572,7101.0
12573,5416.0
12574,5346.0
12575,3288.0
12576,6025.0
12577,0.0
12578,9455.0
12579,5798.0
12580,5311.0
12581,7733.0
12582,5663.0
12583,5668.0
12584,4883.0
12585,8795.0
12586,10856.0
12587,5503.0
12588,9579.0
12589,0.0
12590,3444.0
12591,4998.0
12592,6018.0
12593,5597.0
12594,5507.0
12595,3720.0
12596,3839.0
12597,4774.0
12598,0.0
12599,8976.0
12600,6984.0
12601,3609.0
12602,10003.0
12603,2210.0
12604,5695.0
12605,4469.0
12606,10487.0
12607,7309.0
12608,11072.0
12609,7402.0
12610,0.0
12611,0.0
12612,11420.0
12613,6275.0
12614,4575.0
12615,7709.0
12616,10951.0
12617,3814.0
12618,6469.0
12619,8455.0
12620,3014.0
12621,6916.0
12622,7610.0
12623,0.0
12624,8210.0
12625,4984.0
12626,7409.0
12627,14035.0
12628,3975.0
12629,11590.0
12630,0.0
12631,0.0
12632,7773.0
12633,9953.0
12634,6249.0
12635,8686.0
12636,6387.0
12637,13508.0
12638,14049.5
12639,5638.0
12640,9489.0
12641,2220.0
12642,7466.0
12643,9020.0
12644,8880.0
12645,14049.5
12646,11818.0
12647,6372.0
12648,5715.0
12649,0.0
12650,10416.0
12651,4267.0
12652,0.0
12653,5129.0
12654,6007.0
12655,8959.0
12656,7349.0
12657,5015.0
12658,6601.0
12659,0.0
12660,0.0
12661,0.0
12662,2583.0
12663,4534.0
12664,11658.0
12665,14049.5
12666,7860.0
12667,5867.0
12668,0.0
12669,8507.0
12670,4560.0
12671,7194.0
12672,12368.0
12673,14049.5
12674,0.0
12675,7449.0
12676,7196.0
12677,4072.0
12678,11277.0
12679,3234.0
12680,6430.0
12681,9278.0
12682,6420.0
12683,0.0
12684,0.0
12685,11686.0
12686,0.0
12687,12486.0
12688,3729.0
12689,0.0
12690,5424.0
12691,7629.0
12692,0.0
12693,7117.0
12694,10399.0
12695,3412.0
12696,7301.0
12697,6823.0
12698,6326.0
12699,6114.0
12700,6504.0
12701,9539.0
12702,6754.0
12703,4392.0
12704,0.0
12705,7656.0
12706,7000.0
12707,6999.0
12708,9275.0
12709,6514.0
12710,10709.0
12711,11142.0
12712,0.0
12713,7165.0
12714,5820.0
12715,6351.0
12716,0.0
12717,0.0
12718,6637.0
12719,3823.0
12720,0.0
12721,3525.0
12722,8370.0
12723,8150.0
12724,6823.0
12725,12164.0
12726,10640.0
12727,0.0
12728,4554.0
12729,11280.0
12730,6004.0
12731,0.0
12732,0.0
12733,5313.0
12734,3839.0
12735,0.0
12736,0.0
12737,6383.0
12738,10742.0
12739,9827.0
12740,5605.0
12741,10994.0
12742,4748.0
12743,6049.0
12744,3126.0
12745,9096.0
12746,7736.0
12747,8534.0
12748,4061.0
12749,0.0
12750,10665.0
12751,8339.0
12752,5362.0
12753,9763.0
12754,11381.0
12755,6375.0
12756,7565.0
12757,4689.0
12758,9866.0
12759,13110.0
12760,4817.0
12761,6321.0
12762,4366.0
12763,4919.0
12764,0.0
12765,0.0
12766,10352.0
12767,6920.0
12768,0.0
12769,6380.0
12770,5103.0
12771,4842.0
12772,4373.0
12773,0.0
12774,3874.0
12775,5216.0
12776,8289.0
12777,6967.0
12778,0.0
12779,5352.0
12780,6042.0
12781,7068.0
12782,5824.0
12783,4854.0
12784,0.0
12785,4404.0
12786,5307.0
12787,4999.0
12788,5692.0
12789,4872.0
12790,4000.0
12791,0.0
12792,6642.0
12793,0.0
12794,9319.0
12795,2614.0
12796,8550.0
12797,7875.0
12798,5986.0
12799,4332.0
12800,0.0
12801,8802.0
12802,1542.0
12803,5008.0
12804,11946.0
12805,2943.0
12806,5194.0
12807,4164.0
12808,3626.0
12809,4614.0
12810,0.0
12811,3619.0
12812,5549.0
12813,9372.0
12814,4601.0
12815,2117.0
12816,3848.0
12817,5756.0
12818,10681.0
12819,4807.0
12820,0.0
12821,0.0
12822,3101.0
12823,4969.0
12824,8839.0
12825,8463.0
12826,9790.0
12827,4298.0
12828,14049.5
12829,9655.0
12830,13538.0
12831,4752.0
12832,4817.0
12833,0.0
12834,0.0
12835,0.0
12836,4792.0
12837,0.0
12838,10146.0
12839,6788.0
12840,2533.0
12841,1681.0
12842,6782.0
12843,5137.0
12844,3252.0
12845,7669.0
12846,2915.0
12847,8746.0
12848,3036.0
12849,5205.0
12850,6006.0
12851,7987.0
12852,2620.0
12853,4638.0
12854,5081.0
12855,5293.0
12856,8209.0
12857,2572.0
12858,4137.0
12859,11075.0
12860,0.0
12861,5979.0
12862,8468.0
12863,4922.0
12864,2689.0
12865,4997.0
12866,5390.0
12867,6263.0
12868,4648.0
12869,5294.0
12870,10316.0
12871,8708.0
12872,11255.0
12873,3539.0
12874,0.0
12875,4516.0
12876,10769.0
12877,4548.0
12878,6744.0
12879,5252.0
12880,7066.0
12881,7244.0
12882,3897.0
12883,10759.0
12884,14049.5
12885,0.0
12886,5783.0
12887,5148.0
12888,11923.0
12889,2579.0
12890,7239.0
12891,7126.0
12892,12527.0
12893,5179.0
12894,0.0
12895,3759.0
12896,5897.0
12897,3500.0
12898,11621.0
12899,5388.0
12900,5947.0
12901,5426.0
12902,5857.0
12903,12373.0
12904,6944.0
12905,5838.0
12906,11072.0
12907,3811.0
12908,0.0
12909,0.0
12910,5298.0
12911,10385.0
12912,5254.0
12913,5684.0
12914,8226.0
12915,4773.0
12916,0.0
12917,0.0
12918,1746.0
12919,3664.0
12920,5035.0
12921,3423.0
12922,5763.0
12923,0.0
12924,0.0
12925,0.0
12926,2607.0
12927,5099.0
12928,6466.0
12929,10999.0
12930,5292.0
12931,4909.0
12932,11833.0
12933,9818.0
12934,7580.0
12935,6413.0
12936,5997.0
12937,6217.0
12938,6742.0
12939,7663.0
12940,2584.0
12941,0.0
12942,4229.0
12943,5101.0
12944,5374.0
12945,12987.0
12946,8794.0
12947,6524.0
12948,7722.0
12949,9995.0
12950,0.0
12951,5640.0
12952,12734.0
12953,5397.0
12954,7464.0
12955,9567.0
12956,10177.0
12957,3847.0
12958,6348.0
12959,6375.0
12960,5346.0
12961,11368.0
12962,0.0
12963,5158.0
12964,6255.0
12965,6275.0
12966,7245.0
12967,6974.0
12968,3223.0
12969,0.0
12970,6932.0
12971,0.0
12972,7205.0
12973,5389.0
12974,6814.0
12975,5298.0
12976,6298.0
12977,0.0
12978,4700.0
12979,7577.0
12980,4347.0
12981,5272.0
12982,7896.0
12983,5930.0
12984,2177.0
12985,11446.0
12986,4961.0
12987,14049.5
12988,13142.0
12989,9867.0
12990,8112.0
12991,7555.0
12992,7683.0
12993,8921.0
12994,4146.0
12995,6939.0
12996,7196.0
12997,0.0
12998,6038.0
12999,8779.0
13000,5774.0
13001,6332.0
13002,5457.0
13003,13016.0
13004,3750.0
13005,5132.0
13006,6644.0
13007,7874.0
13008,6540.0
13009,9852.0
13010,5293.0
13011,7918.0
13012,0.0
13013,4460.0
13014,0.0
13015,5043.0
13016,10624.0
13017,6347.0
13018,0.0
13019,6503.0
13020,8636.0
13021,3389.0
13022,6902.0
13023,0.0
13024,4065.0
13025,8635.0
13026,5776.0
13027,2896.0
13028,11944.0
13029,6618.0
13030,7728.0
13031,6205.0
13032,8598.0
13033,6232.0
13034,6260.0
13035,0.0
13036,11904.0
13037,2798.0
13038,4800.0
13039,8707.0
13040,6024.0
13041,5848.0
13042,4521.0
13043,6991.0
13044,3473.0
13045,13152.0
13046,6656.0
13047,7031.0
13048,10011.0
13049,8285.0
13050,11242.0
13051,5313.0
13052,0.0
13053,13761.0
13054,5603.0
13055,5757.0
13056,6026.0
13057,2228.0
13058,5216.0
13059,6874.0
13060,5388.0
13061,7069.0
13062,5177.0
13063,4703.0
13064,2396.0
13065,3818.0
13066,0.0
13067,4151.0
13068,6686.0
13069,4305.0
13070,4879.0
13071,3668.0
13072,7881.0
13073,0.0
13074,4364.0
13075,4458.0
13076,3178.0
13077,8642.0
13078,0.0
13079,12341.0
13080,0.0
13081,6757.0
13082,0.0
13083,11158.0
13084,0.0
13085,13816.0
13086,6607.0
13087,11805.0
13088,12363.0
13089,6581.0
13090,7087.0
13091,8291.0
13092,5762.0
13093,5854.0
13094,4565.0
13095,12692.0
13096,8879.0
13097,3721.0
13098,4182.0
13099,6536.0
13100,14049.5
13101,8417.0
13102,0.0
13103,3774.0
13104,4955.0
13105,3870.0
13106,5530.0
13107,4828.0
13108,5792.0
13109,5521.0
13110,7510.0
13111,0.0
13112,6443.0
13113,5088.0
13114,9285.0
13115,14049.5
13116,5443.0
13117,5140.0
13118,3589.0
13119,0.0
13120,5755.0
13121,10203.0
13122,4428.0
13123,0.0
13124,9900.0
13125,0.0
13126,5027.0
13127,11216.0
13128,0.0
13129,7359.0
13130,4504.0
13131,3943.0
13132,6604.0
13133,4978.0
13134,2693.0
13135,5653.0
13136,0.0
13137,0.0
13138,3914.0
13139,6676.0
13140,8298.0
13141,0.0
13142,7242.0
13143,7745.0
13144,6995.0
13145,6391.0
13146,5772.0
13147,9933.0
13148,9181.0
13149,0.0
13150,7655.0
13151,6070.0
13152,0.0
13153,8184.0
13154,6499.0
13155,2251.0
13156,4918.0
13157,8145.0
13158,7272.0
13159,0.0
13160,14049.5
13161,2966.0
13162,5971.0
13163,5131.0
13164,5635.0
13165,7328.0
13166,4184.0
13167,9150.0
13168,3147.0
13169,3967.0
13170,5245.0
13171,9834.0
13172,6133.0
13173,4961.0
13174,11130.0
13175,5186.0
13176,6185.0
13177,6680.0
13178,0.0
13179,3475.0
13180,3734.0
13181,3440.0
13182,0.0
13183,6277.0
13184,8132.0
13185,6262.0
13186,3477.0
13187,0.0
13188,0.0
13189,11800.0
13190,4755.0
13191,0.0
13192,5742.0
13193,3982.0
13194,5318.0
13195,0.0
13196,8613.0
13197,7306.0
13198,3959.0
13199,9811.0
13200,5241.0
13201,2677.0
13202,6270.0
13203,11824.0
13204,12449.0
13205,5539.0
13206,14049.5
13207,6886.0
13208,0.0
13209,13342.0
13210,7843.0
13211,7898.0
13212,4901.0
13213,7360.0
13214,7294.0
13215,8312.0
13216,8531.0
13217,7674.0
13218,3880.0
13219,14049.5
13220,4225.0
13221,0.0
13222,6702.0
13223,9874.0
13224,7406.0
13225,7497.0
13226,3904.0
13227,4578.0
13228,4546.0
13229,0.0
13230,5776.0
13231,3747.0
13232,8125.0
13233,14049.5
13234,2038.0
13235,7220.0
13236,6381.0
13237,0.0
13238,5723.0
13239,5698.0
13240,6504.0
13241,11072.0
13242,0.0
13243,3027.0
13244,7428.0
13245,4054.0
13246,3923.0
13247,5538.0
13248,2992.0
13249,10275.0
13250,6921.0
13251,4359.0
13252,3877.0
13253,3719.0
13254,10538.0
13255,0.0
13256,6203.0
13257,4039.0
13258,2550.0
13259,7491.0
13260,6063.0
13261,0.0
13262,0.0
13263,9611.0
13264,6261.0
13265,14049.5
13266,6950.0
13267,7948.0
13268,5443.0
13269,7543.0
13270,4848.0
13271,0.0
13272,0.0
13273,13478.0
13274,3904.0
13275,7554.0
13276,0.0
13277,6532.0
13278,6681.0
13279,2876.0
13280,3856.0
13281,5861.0
13282,0.0
13283,5615.0
13284,11256.0
13285,0.0
13286,13188.0
13287,0.0
13288,4911.0
13289,6974.0
13290,4543.0
13291,5062.0
13292,4940.0
13293,9352.0
13294,3797.0
13295,6222.0
13296,8865.0
13297,6072.0
13298,11177.0
13299,2973.0
13300,7192.0
13301,6953.0
13302,5695.0
13303,9408.0
13304,7736.0
13305,6572.0
13306,8112.0
13307,2538.0
13308,7754.0
13309,0.0
13310,9874.0
13311,6597.0
13312,9959.0
13313,5083.0
13314,6396.0
13315,5886.0
13316,4739.0
13317,5648.0
13318,8754.0
13319,6401.0
13320,8515.0
13321,0.0
13322,10969.0
13323,7243.0
13324,4483.0
13325,1831.0
13326,0.0
13327,0.0
13328,10483.0
13329,4959.0
13330,6345.0
13331,0.0
13332,5639.0
13333,4631.0
13334,5092.0
13335,7955.0
13336,0.0
13337,3372.0
13338,5097.0
13339,0.0
13340,4985.0
13341,0.0
13342,8240.0
13343,3832.0
13344,4400.0
13345,4342.0
13346,6224.0
13347,7238.0
13348,4040.0
13349,10753.0
13350,7133.0
13351,9542.0
13352,0.0
13353,4745.0
13354,7558.0
13355,0.0
13356,7649.0
13357,4637.0
13358,3487.0
13359,10897.0
13360,10025.0
13361,9288.0
13362,5508.0
13363,4946.0
13364,5515.0
13365,8738.0
13366,7549.0
13367,8217.0
13368,14049.5
13369,2819.0
13370,0.0
13371,6871.0
13372,0.0
13373,7055.0
13374,4964.0
13375,11632.0
13376,8051.0
13377,8770.0
13378,4970.0
13379,6447.0
13380,4709.0
13381,9176.0
13382,7082.0
13383,10435.0
13384,5945.0
13385,4549.0
13386,0.0
13387,9479.0
13388,2892.0
13389,7943.0
13390,0.0
13391,5736.0
13392,7744.0
13393,7669.0
13394,5948.0
13395,0.0
13396,4716.0
13397,6403.0
13398,7393.0
13399,10706.0
13400,4511.0
13401,10788.0
13402,6349.0
13403,4025.0
13404,0.0
13405,6395.0
13406,8652.0
13407,0.0
13408,3708.0
13409,0.0
13410,5543.0
13411,0.0
13412,0.0
13413,4330.0
13414,5294.0
13415,4454.0
13416,11792.0
13417,6849.0
13418,8003.0
13419,0.0
13420,4396.0
13421,10336.0
13422,7462.0
13423,3204.0
13424,6744.0
13425,5944.0
13426,0.0
13427,0.0
13428,5749.0
13429,7521.0
13430,10850.0
13431,0.0
13432,8250.0
13433,7409.0
13434,5200.0
13435,5668.0
13436,6597.0
13437,5927.0
13438,0.0
13439,4556.0
13440,9532.0
13441,0.0
13442,5720.0
13443,3487.0
13444,7733.0
13445,0.0
13446,3485.0
13447,4717.0
13448,3900.0
13449,7889.0
13450,8616.0
13451,0.0
13452,0.0
13453,6398.0
13454,7893.0
13455,4705.0
13456,4657.0
13457,5525.0
13458,3355.0
13459,6249.0
13460,7685.0
13461,10194.0
13462,0.0
13463,8907.0
13464,12522.0
13465,7897.0
13466,14049.5
13467,0.0
13468,11402.0
13469,9562.0
13470,5204.0
13471,5985.0
13472,7362.0
13473,3557.0
13474,5069.0
13475,0.0
13476,5847.0
13477,8915.0
13478,14049.5
13479,0.0
13480,3154.0
13481,9881.0
13482,6059.0
13483,3066.0
13484,12497.0
13485,6271.0
13486,7054.0
13487,8197.0
13488,3546.0
13489,0.0
13490,5567.0
13491,4496.0
13492,5150.0
13493,7048.0
13494,8395.0
13495,7162.0
13496,14049.5
13497,10420.0
13498,0.0
13499,0.0
13500,4408.0
13501,3084.0
13502,0.0
13503,6341.0
13504,5184.0
13505,7574.0
13506,3084.0
13507,5137.0
13508,11649.0
13509,10723.0
13510,5467.0
13511,13185.0
13512,5392.0
13513,2070.0
13514,11495.0
13515,0.0
13516,0.0
13517,4093.0
13518,3751.0
13519,5977.0
13520,6838.0
13521,0.0
13522,9065.0
13523,9856.0
13524,4798.0
13525,5184.0
13526,5436.0
13527,6440.0
13528,0.0
13529,4806.0
13530,0.0
13531,4896.0
13532,0.0
13533,6956.0
13534,5253.0
13535,0.0
13536,0.0
13537,4252.0
13538,4776.0
13539,14049.5
13540,0.0
13541,4174.0
13542,0.0
13543,9013.0
13544,12113.0
13545,10032.0
13546,0.0
13547,7018.0
13548,3305.0
13549,0.0
13550,4932.0
13551,3489.0
13552,0.0
13553,7594.0
13554,7069.0
13555,4349.0
13556,0.0
13557,9121.0
13558,0.0
13559,12102.0
13560,8876.0
13561,8127.0
13562,11423.0
13563,7350.0
13564,8256.0
13565,4115.0
13566,14049.5
13567,9819.0
13568,14049.5
13569,6235.0
13570,3371.0
13571,7951.0
13572,9028.0
13573,0.0
13574,4567.0
13575,0.0
13576,6672.0
13577,5898.0
13578,7346.0
13579,2370.0
13580,0.0
13581,2707.0
13582,0.0
13583,7047.0
13584,12956.0
13585,5807.0
13586,5767.0
13587,0.0
13588,4798.0
13589,8653.0
13590,9866.0
13591,10223.0
13592,7189.0
13593,8747.0
13594,6651.0
13595,5422.0
13596,12344.0
13597,3925.0
13598,9676.0
13599,7119.0
13600,0.0
13601,2773.0
13602,0.0
13603,4570.0
13604,13433.0
13605,6271.0
13606,6971.0
13607,4565.0
13608,0.0
13609,5177.0
13610,2629.0
13611,6749.0
13612,7792.0
13613,14049.5
13614,2146.0
13615,6670.0
13616,0.0
13617,6138.0
13618,3650.0
13619,5930.0
13620,5134.0
13621,6607.0
13622,6198.0
13623,10010.0
13624,7184.0
13625,0.0
13626,12015.0
13627,5771.0
13628,5030.0
13629,7129.0
13630,4795.0
13631,4458.0
13632,11073.0
13633,4678.0
13634,8959.0
13635,0.0
13636,5613.0
13637,6908.0
13638,6370.0
13639,3450.0
13640,5183.0
13641,13763.0
13642,0.0
13643,6071.0
13644,9977.0
13645,14049.5
13646,0.0
13647,5608.0
13648,0.0
13649,4133.0
13650,11980.0
13651,7525.0
13652,6406.0
13653,0.0
13654,4013.0
13655,10398.0
13656,6578.0
13657,14049.5
13658,11125.0
13659,7791.0
13660,4943.0
13661,4642.0
13662,2951.0
13663,4358.0
13664,7288.0
13665,5694.0
13666,6929.0
13667,2129.0
13668,8502.0
13669,5030.0
13670,9971.0
13671,0.0
13672,4573.0
13673,5650.0
13674,7984.0
13675,2637.0
13676,11013.0
13677,4899.0
13678,10377.0
13679,6302.0
13680,1302.0
13681,7875.0
13682,3877.0
13683,4722.0
13684,4001.0
13685,2563.0
13686,5140.0
13687,3886.0
13688,6019.0
13689,7304.0
13690,4185.0
13691,5630.0
13692,7038.0
13693,5671.0
13694,4511.0
13695,5937.0
13696,0.0
13697,5049.0
13698,4939.0
13699,8871.0
13700,5152.0
13701,4509.0
13702,7428.0
13703,8527.0
13704,4325.0
13705,9273.0
13706,7008.0
13707,7184.0
13708,5277.0
13709,5014.0
13710,10113.0
13711,4408.0
13712,6612.0
13713,8271.0
13714,0.0
13715,0.0
13716,9813.0
13717,0.0
13718,2222.0
13719,0.0
13720,2949.0
13721,14049.5
13722,4932.0
13723,6263.0
13724,4603.0
13725,8810.0
13726,0.0
13727,5469.0
13728,4807.0
13729,4996.0
13730,2628.0
13731,0.0
13732,6778.0
13733,6200.0
13734,0.0
13735,2716.0
13736,6752.0
13737,5612.0
13738,4337.0
13739,8608.0
13740,8784.0
13741,11705.0
13742,9947.0
13743,8161.0
13744,14049.5
13745,5611.0
13746,6702.0
13747,4577.0
13748,10723.0
13749,0.0
13750,4927.0
13751,6801.0
13752,4429.0
13753,9473.0
13754,8920.0
13755,6918.0
13756,14049.5
13757,10379.0
13758,0.0
13759,10933.0
13760,0.0
13761,0.0
13762,14049.5
13763,8358.0
13764,4322.0
13765,3739.0
13766,6746.0
13767,7409.0
13768,6976.0
13769,0.0
13770,4842.0
13771,0.0
13772,2854.0
13773,8048.0
13774,6562.0
13775,0.0
13776,0.0
13777,6112.0
13778,7105.0
13779,8756.0
13780,2913.0
13781,7829.0
13782,5324.0
13783,6156.0
13784,0.0
13785,3565.0
13786,11959.0
13787,0.0
13788,5506.0
13789,7134.0
13790,6836.0
13791,8194.0
13792,10011.0
13793,3030.0
13794,9340.0
13795,6380.0
13796,8772.0
13797,3693.0
13798,4207.0
13799,4570.0
13800,4118.0
13801,7131.0
13802,6116.0
13803,5721.0
13804,10583.0
13805,6554.0
13806,14049.5
13807,5019.0
13808,6206.0
13809,7207.0
13810,6532.0
13811,0.0
13812,0.0
13813,11326.0
13814,5855.0
13815,6725.0
13816,8870.0
13817,6078.0
13818,6048.0
13819,5557.0
13820,6361.0
13821,5744.0
13822,7674.0
13823,0.0
13824,9799.0
13825,5908.0
13826,7009.0
13827,7192.0
13828,0.0
13829,0.0
13830,9147.0
13831,6108.0
13832,3974.0
13833,6077.0
13834,6520.0
13835,4797.0
13836,8275.0
13837,4685.0
13838,6850.0
13839,0.0
13840,6007.0
13841,3938.0
13842,0.0
13843,6298.0
13844,4212.0
13845,0.0
13846,11968.0
13847,7907.0
13848,7386.0
13849,10579.0
13850,0.0
13851,6413.0
13852,7853.0
13853,4675.0
13854,3496.0
13855,11139.0
13856,2311.0
13857,4413.0
13858,4014.0
13859,7656.0
13860,12839.0
13861,10416.0
